2025-02-23 00:41:08,176: Key.space
2025-02-23 00:41:08,610: 'n'
2025-02-23 00:41:08,849: 'o'
2025-02-23 00:41:09,111: 't'
2025-02-23 00:41:09,222: 'i'
2025-02-23 00:41:09,343: 'n'
2025-02-23 00:41:09,573: 'g'
2025-02-23 00:41:09,682: Key.space
2025-02-23 00:41:09,997: 'e'
2025-02-23 00:41:10,166: 'v'
2025-02-23 00:41:10,269: 'e'
2025-02-23 00:41:10,489: 'r'
2025-02-23 00:41:10,601: 'y'
2025-02-23 00:41:10,747: 't'
2025-02-23 00:41:10,823: 'h'
2025-02-23 00:41:11,059: 'i'
2025-02-23 00:41:11,198: 'n'
2025-02-23 00:41:11,352: 'g'
2025-02-23 00:41:11,448: Key.space
2025-02-23 00:41:11,658: 'i'
2025-02-23 00:41:11,870: Key.space
2025-02-23 00:41:12,847: 'a'
2025-02-23 00:41:12,973: 'm'
2025-02-23 00:41:13,103: Key.space
2025-02-23 00:41:13,377: 't'
2025-02-23 00:41:13,562: 'y'
2025-02-23 00:41:14,187: 'p'
2025-02-23 00:41:14,367: 'i'
2025-02-23 00:41:14,530: 'n'
2025-02-23 00:41:14,833: 'g'
2025-02-23 00:41:16,846: '.'
2025-02-23 00:41:17,036: Key.enter
2025-02-23 00:41:19,199: Key.caps_lock
2025-02-23 00:41:19,371: 'l'
2025-02-23 00:41:19,446: Key.caps_lock
2025-02-23 00:41:19,712: 'e'
2025-02-23 00:41:19,895: 't'
2025-02-23 00:41:20,017: 's'
2025-02-23 00:41:20,193: Key.space
2025-02-23 00:41:20,394: 's'
2025-02-23 00:41:20,642: 'e'
2025-02-23 00:41:20,775: 'e'
2025-02-23 00:41:21,032: Key.space
2025-02-23 00:41:21,337: 'h'
2025-02-23 00:41:21,503: 'o'
2025-02-23 00:41:21,687: 'w'
2025-02-23 00:41:21,836: Key.space
2025-02-23 00:41:22,089: 'i'
2025-02-23 00:41:22,211: 't'
2025-02-23 00:41:22,311: Key.space
2025-02-23 00:41:22,590: 't'
2025-02-23 00:41:22,911: 'a'
2025-02-23 00:41:23,091: 'k'
2025-02-23 00:41:23,204: 'e'
2025-02-23 00:41:23,391: 's'
2025-02-23 00:41:23,514: Key.space
2025-02-23 00:41:23,716: 'b'
2025-02-23 00:41:23,812: 'a'
2025-02-23 00:41:24,031: 'c'
2025-02-23 00:41:24,191: 'k'
2025-02-23 00:41:24,359: 's'
2025-02-23 00:41:24,912: 'p'
2025-02-23 00:41:25,971: 'a'
2025-02-23 00:41:26,209: 'c'
2025-02-23 00:41:26,321: 'e'
2025-02-23 00:41:27,722: Key.backspace
2025-02-23 00:41:27,917: Key.backspace
2025-02-23 00:41:28,032: Key.backspace
2025-02-23 00:41:28,196: Key.backspace
2025-02-23 00:41:28,631: Key.backspace
2025-02-23 00:41:28,866: Key.backspace
2025-02-23 00:41:29,413: '.'
2025-02-23 00:41:29,661: Key.space
2025-02-23 00:41:29,846: Key.caps_lock
2025-02-23 00:41:30,136: 'f'
2025-02-23 00:41:30,342: Key.caps_lock
2025-02-23 00:41:30,573: 'o'
2025-02-23 00:41:30,696: 'r'
2025-02-23 00:41:30,990: 'g'
2025-02-23 00:41:31,147: 'i'
2025-02-23 00:41:32,137: 'v'
2025-02-23 00:41:32,344: 'e'
2025-02-23 00:41:32,509: Key.space
2025-02-23 00:41:32,719: 'm'
2025-02-23 00:41:32,862: 'e'
2025-02-23 00:41:32,976: Key.space
2025-02-23 00:41:33,337: 'f'
2025-02-23 00:41:33,487: 'o'
2025-02-23 00:41:33,583: 'r'
2025-02-23 00:41:33,741: Key.space
2025-02-23 00:41:34,371: 'm'
2025-02-23 00:41:34,676: 'y'
2025-02-23 00:41:34,953: Key.space
2025-02-23 00:41:35,187: 'm'
2025-02-23 00:41:35,401: 'i'
2025-02-23 00:41:35,536: 's'
2025-02-23 00:41:35,853: 't'
2025-02-23 00:41:36,096: 'a'
2025-02-23 00:41:36,212: 'k'
2025-02-23 00:41:36,334: 'e'
2025-02-23 00:41:36,512: 's'
2025-02-23 00:41:36,752: Key.space
2025-02-23 00:41:37,857: Key.enter
2025-02-23 00:41:38,006: Key.enter
2025-02-23 00:41:41,553: Key.ctrl_l
2025-02-23 00:41:41,914: '\x03'
2025-02-23 00:42:01,002: 'h'
2025-02-23 00:42:01,321: 'o'
2025-02-23 00:42:01,523: 'w'
2025-02-23 00:42:01,666: Key.space
2025-02-23 00:42:02,506: 'd'
2025-02-23 00:42:02,612: 'o'
2025-02-23 00:42:02,832: Key.space
2025-02-23 00:42:03,014: 'i'
2025-02-23 00:42:03,222: Key.space
2025-02-23 00:42:03,491: 's'
2025-02-23 00:42:03,821: 't'
2025-02-23 00:42:03,976: 'o'
2025-02-23 00:42:04,110: 'p'
2025-02-23 00:42:04,462: Key.space
2025-02-23 00:42:04,794: 't'
2025-02-23 00:42:04,896: 'h'
2025-02-23 00:42:04,977: 'i'
2025-02-23 00:42:05,246: 's'
2025-02-23 00:42:05,473: Key.shift_r
2025-02-23 00:42:06,547: Key.backspace
2025-02-23 00:42:07,133: Key.backspace
2025-02-23 00:42:07,514: 'e'
2025-02-23 00:42:07,620: Key.space
2025-02-23 00:42:07,788: 'r'
2025-02-23 00:42:07,952: 'u'
2025-02-23 00:42:08,163: 'n'
2025-02-23 00:42:08,301: 'n'
2025-02-23 00:42:08,481: 'i'
2025-02-23 00:42:08,561: 'n'
2025-02-23 00:42:08,710: 'g'
2025-02-23 00:42:08,820: Key.space
2025-02-23 00:42:09,091: 'p'
2025-02-23 00:42:09,225: 'r'
2025-02-23 00:42:09,346: 'o'
2025-02-23 00:42:09,768: 'g'
2025-02-23 00:42:09,897: 'r'
2025-02-23 00:42:10,127: 'a'
2025-02-23 00:42:10,241: 'm'
2025-02-23 00:42:10,496: Key.shift_r
2025-02-23 00:42:10,598: '?'
2025-02-23 00:42:10,856: Key.enter
2025-02-23 00:42:11,516: Key.backspace
2025-02-23 00:42:41,245: Key.enter
2025-02-23 00:42:43,336: 'i'
2025-02-23 00:42:43,436: 'f'
2025-02-23 00:42:44,974: Key.tab
2025-02-23 00:42:45,663: Key.tab
2025-02-23 00:42:47,777: Key.ctrl_l
2025-02-23 00:42:47,988: '\x13'
2025-02-23 00:42:51,869: Key.esc
2025-02-23 00:42:52,918: Key.esc
2025-02-23 00:42:53,171: Key.esc
